"id","district_id","name_th","name_en","status","created_on","created_by","updated_on","updated_by"
"1","1","พระบรมมหาราชวัง","Phra Borom Maha Ratchawang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"2","1","วังบูรพาภิรมย์","Wang Burapha Phirom","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"3","1","วัดราชบพิธ","Wat Ratchabophit","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"4","1","สำราญราษฎร์","Samran Rat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"5","1","ศาลเจ้าพ่อเสือ","San Chaopho Suea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"6","1","เสาชิงช้า","Sao Chingcha","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"7","1","บวรนิเวศ","Bowon Niwet","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"8","1","ตลาดยอด","Talat Yot","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"9","1","ชนะสงคราม","Chana Songkhram","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"10","1","บ้านพานถม","Ban Phan Thom","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"11","1","บางขุนพรหม","Bang Khun Phrom","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"12","1","วัดสามพระยา","Wat Sam Phraya","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"13","2","ดุสิต","Dusit","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"14","2","วชิรพยาบาล","Wachira Phayaban","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"15","2","สวนจิตรลดา","Suan Chit Lada","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"16","2","สี่แยกมหานาค","Si Yaek Maha Nak","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"17","2","ถนนนครไชยศรี","Thanon Nakhon Chai Si","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"18","3","กระทุ่มราย","Krathum Rai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"19","3","หนองจอก","Nong Chok","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"20","3","คลองสิบ","Khlong Sip","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"21","3","คลองสิบสอง","Khlong Sip Song","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"22","3","โคกแฝด","Khok Faet","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"23","3","คู้ฝั่งเหนือ","Khu Fang Nuea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"24","3","ลำผักชี","Lam Phak Chi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"25","3","ลำต้อยติ่ง","Lam Toiting","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"26","4","มหาพฤฒาราม","Maha Phruettharam","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"27","4","สีลม","Si Lom","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"28","4","สุริยวงศ์","Suriyawong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"29","4","บางรัก","Bang Rak","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"30","4","สี่พระยา","Si Phraya","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"31","5","อนุสาวรีย์","Anusawari","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"32","5","ท่าแร้ง","Tha Raeng","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"33","6","คลองจั่น","Khlong Chan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"34","6","หัวหมาก","Hua Mak","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"35","7","รองเมือง","Rong Mueang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"36","7","วังใหม่","Wang Mai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"37","7","ปทุมวัน","Pathum Wan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"38","7","ลุมพินี","Lumphini","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"39","8","ป้อมปราบ","Pom Prap","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"40","8","วัดเทพศิรินทร์","Wat Thep Sirin","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"41","8","คลองมหานาค","Khlong Maha Nak","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"42","8","บ้านบาตร","Ban Bat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"43","8","วัดโสมนัส","Wat Sommanat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"44","9","บางจาก","Bang Chak","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"45","10","มีนบุรี","Min Buri","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"46","10","แสนแสบ","Saen Saep","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"47","11","ลาดกระบัง","Lat Krabang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"48","11","คลองสองต้นนุ่น","Khlong Song Ton Nun","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"49","11","คลองสามประเวศ","Khlong Sam Prawet","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"50","11","ลำปลาทิว","Lam Pla Thio","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"51","11","ทับยาว","Thap Yao","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"52","11","ขุมทอง","Khum Thong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"53","12","ช่องนนทรี","Chong Nonsi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"54","12","บางโพงพาง","Bang Phongphang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"55","13","จักรวรรดิ","Chakkrawat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"56","13","สัมพันธวงศ์","Samphanthawong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"57","13","ตลาดน้อย","Talat Noi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"58","14","สามเสนใน","Sam Sen Nai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"59","15","วัดกัลยาณ์","Wat Kanlaya","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"60","15","หิรัญรูจี","Hiran Ruchi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"61","15","บางยี่เรือ","Bang Yi Ruea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"62","15","บุคคโล","Bukkhalo","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"63","15","ตลาดพลู","Talat Phlu","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"64","16","วัดอรุณ","Wat Arun","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"65","16","วัดท่าพระ","Wat Tha Phra","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"66","17","ห้วยขวาง","Huai Khwang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"67","17","บางกะปิ","Bang Kapi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"68","17","สามเสนนอก","Sam Sen Nok","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"69","18","สมเด็จเจ้าพระยา","Somdet Chao Phraya","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"70","18","คลองสาน","Khlong San","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"71","18","บางลำภูล่าง","Bang Lamphu Lang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"72","18","คลองต้นไทร","Khlong Ton Sai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"73","19","คลองชักพระ","Khlong Chak Phra","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"74","19","ตลิ่งชัน","Taling Chan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"75","19","ฉิมพลี","Chimphli","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"76","19","บางพรม","Bang Phrom","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"77","19","บางระมาด","Bang Ramat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"78","19","บางเชือกหนัง","Bang Chueak Nang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"79","20","ศิริราช","Siri Rat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"80","20","บ้านช่างหล่อ","Ban Chang Lo","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"81","20","บางขุนนนท์","Bang Khun Non","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"82","20","บางขุนศรี","Bang Khun Si","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"83","20","อรุณอมรินทร์","Arun Ammarin","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"84","21","ท่าข้าม","Tha Kham","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"85","21","แสมดำ","Samae Dam","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"86","22","บางหว้า","Bang Wa","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"87","22","บางด้วน","Bang Duan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"88","22","บางจาก","Bang Chak","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"89","22","บางแวก","Bang Waek","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"90","22","คลองขวาง","Khlong Khwang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"91","22","ปากคลองภาษีเจริญ","Pak Khlong Phasi Charoen","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"92","22","คูหาสวรรค์","Khuha Sawan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"93","23","หนองแขม","Nong Khaem","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"94","23","หนองค้างพลู","Nong Khang Phlu","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"95","24","ราษฎร์บูรณะ","Rat Burana","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"96","24","บางปะกอก","Bang Pakok","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"97","25","บางพลัด","Bang Phlat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"98","25","บางอ้อ","Bang O","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"99","25","บางบำหรุ","Bang Bamru","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"100","25","บางยี่ขัน","Bang Yi Khan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"101","26","ดินแดง","Din Daeng","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"102","27","คลองกุ่ม","Khlong Kum","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"103","28","ทุ่งวัดดอน","Thung Wat Don","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"104","28","ยานนาวา","Yan Nawa","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"105","28","ทุ่งมหาเมฆ","Thung Maha Mek","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"106","29","บางซื่อ","Bang Sue","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"107","30","ลาดยาว","Lat Yao","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"108","31","บางคอแหลม","Bang Kho Laem","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"109","31","วัดพระยาไกร","Wat Phraya Krai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"110","31","บางโคล่","Bang Khlo","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"111","32","ประเวศ","Prawet","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"112","32","หนองบอน","Nong Bon","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"113","32","ดอกไม้","Dokmai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"114","33","คลองเตย","Khlong Toei","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"115","33","คลองตัน","Khlong Tan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"116","33","พระโขนง","Phra Khanong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"117","34","สวนหลวง","Suan Luang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"118","35","บางขุนเทียน","Bang Khun Thian","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"119","35","บางค้อ","Bang Kho","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"120","35","บางมด","Bang Mot","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"121","35","จอมทอง","Chom Thong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"122","36","สีกัน","Si Kan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"123","37","ทุ่งพญาไท","Thung Phaya Thai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"124","37","ถนนพญาไท","Thanon Phaya Thai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"125","37","ถนนเพชรบุรี","Thanon Phetchaburi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"126","37","มักกะสัน","Makkasan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"127","38","ลาดพร้าว","Lat Phrao","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"128","38","จรเข้บัว","Chorakhe Bua","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"129","39","คลองเตยเหนือ","Khlong Toei Nuea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"130","39","คลองตันเหนือ","Khlong Tan Nuea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"131","39","พระโขนงเหนือ","Phra Khanong Nuea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"132","40","บางแค","Bang Khae","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"133","40","บางแคเหนือ","Bang Khae Nuea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"134","40","บางไผ่","Bang Phai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"135","40","หลักสอง","Lak Song","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"136","41","ทุ่งสองห้อง","Thung Song Hong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"137","41","ตลาดบางเขน","Talat Bang Khen","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"138","42","สายไหม","Sai Mai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"139","42","ออเงิน","O Ngoen","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"140","42","คลองถนน","Khlong Thanon","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"141","43","คันนายาว","Khan Na Yao","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"142","44","สะพานสูง","Saphan Sung","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"143","45","วังทองหลาง","Wang Thonglang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"144","46","สามวาตะวันตก","Sam Wa Tawantok","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"145","46","สามวาตะวันออก","Sam Wa Tawan-ok","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"146","46","บางชัน","Bang Chan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"147","46","ทรายกองดิน","Sai Kong Din","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"148","46","ทรายกองดินใต้","Sai Kong Din Tai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"149","47","บางนา","Bang Na","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"150","48","ทวีวัฒนา","Thawi Watthana","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"151","48","ศาลาธรรมสพน์","Sala Thammasop","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"152","49","บางมด","Bang Mot","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"153","49","ทุ่งครุ","Thung Khru","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"154","50","บางบอน","Bang Bon","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"155","51","เทศบาลนครสมุทรปราการ","Thetsaban Nakhon Samut Prakan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"156","51","สำโรงเหนือ","Samrong Nuea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"157","51","บางเมือง","Bang Mueang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"158","51","ท้ายบ้าน","Thai Ban","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"159","51","ท้ายบ้านใหม่","Thai Ban Mai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"160","51","บางปูใหม่","Bang Pu Mai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"161","51","แพรกษา","Phraek Sa","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"162","51","บางโปรง","Bang Prong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"163","51","เทศบาลบางปู","Bang Pu","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"164","51","บางด้วน","Bang Duan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"165","51","เทศบาลบางเมือง","Bang Mueang Mai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"166","51","เทพารักษ์","Thepharak","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"167","51","แพรกษาใหม่","Phraek Sa Mai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"168","52","บางบ่อ","Bang Bo","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"169","52","บ้านระกาศ","Ban Rakat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"170","52","บางพลีน้อย","Bang Phli Noi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"171","52","บางเพรียง","Bang Phriang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"172","52","คลองด่าน","Khlong Dan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"173","52","คลองสวน","Khlong Suan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"174","52","เปร็ง","Preng","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"175","52","คลองนิยมยาตรา","Khlong Niyom Yattra","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"176","53","บางพลีใหญ่","Bang Phli Yai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"177","53","บางแก้ว","Bang Kaeo","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"178","53","บางปลา","Bang Pla","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"179","53","บางโฉลง","Bang Chalong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"180","53","ราชาเทวะ","Racha Thewa","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"181","53","หนองปรือ","Nong Prue","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"182","54","เทศบาลเมืองพระประแดง","Talat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"183","54","ตลาด","Bang Phueng","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"184","54","บางจาก","Bang Chak","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"185","54","บางครุ","Bang Khru","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"186","54","บางหญ้าแพรก","Bang Ya Phraek","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"187","54","บางหัวเสือ","Bang Hua Suea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"188","54","เทศบาลสำโรงใต้","Samrong Tai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"189","54","บางยอ","Bang Yo","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"190","54","บางกะเจ้า","Bang Kachao","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"191","54","บางน้ำผึ้ง","Bang Nam Phueng","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"192","54","บางกระสอบ","Bang Krasop","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"193","54","บางกอบัว","Bang Ko Bua","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"194","54","ทรงคนอง","Song Khanong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"195","54","สำโรง","Samrong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"196","54","สำโรงกลาง","Samrong Klang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"197","55","นาเกลือ","Na Kluea","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"198","55","บ้านคลองสวน","Ban Khlong Suan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"199","55","แหลมฟ้าผ่า","Laem Fa Pha","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"200","55","ปากคลองบางปลากด","Pak Khlong Bang Pla Kot","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"201","55","ในคลองบางปลากด","Nai Khlong Bang Pla Kot","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"202","56","บางเสาธง","Bang Sao Thong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"203","56","ศรีษะจรเข้น้อย","Sisa Chorakhe Noi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"204","56","ศรีษะจรเข้ใหญ่","Sisa Chorakhe Yai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"205","57","สวนใหญ่","Suan Yai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"206","57","ตลาดขวัญ","Talat Khwan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"207","57","บางเขน","Bang Khen","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"208","57","บางกระสอ","Bang Kraso","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"209","57","ท่าทราย","Tha Sai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"210","57","บางไผ่","Bang Phai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"211","57","บางศรีเมือง","Bang Si Mueang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"212","57","บางกร่าง","Bang Krang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"213","57","ไทรม้า","Sai Ma","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"214","57","บางรักน้อย","Bang Rak Noi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"215","58","วัดชลอ","Wat Chalo","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"216","58","บางกรวย","Bang Kruai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"217","58","บางสีทอง","Bang Si Thong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"218","58","บางขนุน","Bang Khanun","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"219","58","บางขุนกอง","Bang Khun Kong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"220","58","บางคูเวียง","Bang Khu Wiang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"221","58","มหาสวัสดิ์","Mahasawat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"222","58","ปลายบาง","Plai Bang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"223","58","ศาลากลาง","Sala Klang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"224","59","บางม่วง","Bang Muang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"225","59","บางแม่นาง","Bang Mae Nang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"226","59","บางเลน","Bang Len","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"227","59","เสาธงหิน","Sao Thong Hin","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"228","59","บางใหญ่","Bang Yai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"229","59","บ้านใหม่","Ban Mai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"230","60","โสนลอย","Sano Loi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"231","60","บางบัวทอง","Bang Bua Thong","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"232","60","บางรักใหญ่","Bang Rak Yai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"233","60","บางคูรัด","Bang Khu Rat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"234","60","ละหาร","Lahan","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"235","60","ลำโพ","Lam Pho","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"236","60","พิมลราช","Phimonrat","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"237","60","บางรักพัฒนา","Bang Rak Phatthana","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"238","61","ไทรน้อย","Sai Noi","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"239","61","ราษฎร์นิยม","Rat Niyom","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"240","61","หนองเพรางาย","Nong Phrao Ngai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"241","61","ไทรใหญ่","Sai Yai","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"242","61","ขุนศรี","Khun Si","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"243","61","คลองขวาง","Khlong Khwang","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
"244","61","ทวีวัฒนา","Thawi Watthana","Y","0000-00-00 00:00:00","-","0000-00-00 00:00:00","-"
